symbol,year_report,length_report,update_date,revenue,revenue_growth,net_profit,net_profit_growth,ebit_margin,roe,roic,roa,pe,pb,eps,current_ratio,cash_ratio,quick_ratio,interest_coverage,ae,fae,net_profit_margin,gross_margin,ev,issue_share,ps,pcf,bvps,ev_per_ebitda,at,fat,acp,dso,dpo,eps_ttm,charter_capital,rtq4,charter_capital_ratio,rtq10,dividend,ebitda,ebit,le,de,ccc,rtq17,Report_Type,Symbol,id,officer_name,officer_position,position_short_name,officer_own_percent,quantity,history,company_profile,icb_name3,icb_name2,icb_name4,financial_ratio_issue_share,share_holder,share_own_percent,date,description,link,name,sub_organ_code,ownership_percent,organ_name,type
XMP,2025.0,3.0,1761040692220,14996932696.0,0.06909674304763311,2744878250.0,0.8699177655574242,0.42741002489860075,0.1474695286,0.1232146909,0.0697705078,9.6250442332,1.4249339601,182.99188333333333,0.1864921408,0.03208674,0.1546550974,-1.737373907172966,2.0768762918970056,1.963995547368999,0.18302931043573445,0.4847185486762153,255000000000.0,15000000,3.2679487879,5.5038404544,11930.3774601333,6.7719912993,0.2054941087,0.2175473801,50.94905984977285,26.1330219647,15.3180247826,1766.2256492667,150000000000,0.6828543115,1.1930377460133332,1.0768762919,0.0,63396612570.0,6409839377.0,1.6696005366,1.0768762919,92.40010659707285,13.9670031462,RatioSummary,XMP,,,,,,,,,,,,,,,,,,,,,,
,,,2024-09-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Officers,XMP,1,Lê Văn Thủy,Thành viên Hội đồng Quản trị,TV HĐQT,0.02,300000.0,,,,,,,,,,,,,,,,
,,,2025-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Officers,XMP,2,Đinh Thị Hạnh,Trưởng Ban kiểm soát,Trưởng BKS,0.0,0.0,,,,,,,,,,,,,,,,
,,,2025-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Officers,XMP,3,Nguyễn Hồ Ngọc,Thành viên Ban kiểm soát,TV BKS,0.0,0.0,,,,,,,,,,,,,,,,
,,,2025-08-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Officers,XMP,4,Nguyễn Thị Thanh Thủy,Thành viên Hội đồng Quản trị,TV HĐQT,0.0,0.0,,,,,,,,,,,,,,,,
,,,2025-08-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Officers,XMP,5,Phạm Văn Minh,Thành viên Hội đồng Quản trị,TV HĐQT,0.0,0.0,,,,,,,,,,,,,,,,
,,,2025-08-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Officers,XMP,6,TRẦN XUÂN NINH,Thành viên Ban kiểm soát,TV BKS,0.0,0.0,,,,,,,,,,,,,,,,
,,,2025-08-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Officers,XMP,7,Đinh Thùy Lâm,Kế toán trưởng,Kế toán trưởng,0.0,0.0,,,,,,,,,,,,,,,,
,,,2025-08-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Officers,XMP,8,Phạm Quang Minh,Tổng Giám đốc,TGĐ,0.0,0.0,,,,,,,,,,,,,,,,
,,,2025-10-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Officers,XMP,9,Nguyễn Thị Hà Ninh,Thành viên Hội đồng Quản trị,TV HĐQT,0.0,0.0,,,,,,,,,,,,,,,,
,,,2025-11-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Officers,XMP,10,Trịnh Nguyên Khánh,Chủ tịch Hội đồng Quản trị,Chủ tịch HĐQT,0.0,0.0,,,,,,,,,,,,,,,,
{0: 'XMP'},,,,,,,,,,,,,,,,,,,,,,,,{0: 15000000},,,,,,,,,,,{0: 150000000000},,,,,,,,,,,Overview,XMP,{0: '77048'},,,,,,"{0: ' - Ngày 28/12/2008: Dự án Thủy điện Xuân Minh được UBND Tỉnh Thanh Hóa chấp nhận khảo sát, nghiên cứu khả năng đầu tư xây dựng tại văn bản số 5869/UBND-CN.  - Ngày 03/10/2014: Công ty Cổ phần Thủy điện Xuân Minh chính thức được thành lập theo Giấy đăng ký doanh nghiệp số 2802200078, với số vốn điều lệ đăng ký là 150 tỷ đồng.  - Ngày 13/10/2020: Chấp thuận trở thành Công ty đại chúng.  - Ngày 16/08/2021: Chính thức giao dịch trên thị trường UPCOM;'}","{0: 'Công ty Cổ phần Thủy điện Xuân Minh (XMP), chính thức được thành lập năm 2014. Lĩnh vực kinh doanh chính của Công ty là sản xuất và phân phối điện. XMP hiện đang quản lý và điều hành Nhà máy Thủy điện Xuân Minh với 2 tổ máy công suất điện đạt 15MW, sản lượng điện trung bình năm đạt 66 triệu kWh. Ngày 16/08/2021, XMP chính thức giao dịch trên thị trường UPCOM.'}",{0: 'Sản xuất & Phân phối Điện'},"{0: 'Điện, nước & xăng dầu khí đốt'}",{0: 'Sản xuất & Phân phối Điện'},{0: 15000000},,,,,,,,,,
,,,2025-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shareholders,XMP,93232479,,,,,7650000.0,,,,,,,Công ty Cổ phần Xây dựng và Năng lượng VCP,0.51,,,,,,,,
,,,2025-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shareholders,XMP,93232238,,,,,2590000.0,,,,,,,Công ty Cổ Phần Thép Và Vật Tư Công Nghiệp,0.1727,,,,,,,,
,,,2025-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shareholders,XMP,93241472,,,,,300000.0,,,,,,,Lê Văn Thủy,0.02,,,,,,,,
,,,2025-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shareholders,XMP,93252044,,,,,218714.0,,,,,,,Phạm Bảo Long,0.0145809,,,,,,,,
,,,2025-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shareholders,XMP,93234986,,,,,149400.0,,,,,,,Đinh Thái Hà,0.00996,,,,,,,,
,,,2025-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shareholders,XMP,93237677,,,,,100000.0,,,,,,,Hoàng Thị Thu Hiền,0.0066667,,,,,,,,
XMD,2024.0,5.0,1741968153410,138464992442.0,0.36012094368619957,3216894899.0,2.425670323104611,0.030163290701434666,0.0786958293,0.0884210315,0.039341837,7.4618539783,0.5649857746,804.22372475,1.690049541,0.0781918021,1.1800136104,-4.836328733037552,1.8822861194994513,0.37899590151570667,0.02323255028051576,0.07372354455784891,24004000000.0,4000000,0.1733578977,1.4808601519,10621.506363,3.6361219909,1.6933929558,8.1755741232,112.96848854043472,53.1522266549,51.0898603707,804.22372475,40000000000,0.0115482678,1.0621506363,0.8822861195,0.0,7112040291.0,4176559819.0,0.12332357449999999,0.8822861195,217.21057556603472,6.8670688506,RatioSummary,XMD,,,,,,,,,,,,,,,,,,,,,,
,,,2025-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Officers,XMD,7,Trần Thanh Hải,Thành viên Hội đồng Quản trị/Giám đốc,TV HĐQT/GĐ,0.0026,10400.0,,,,,,,,,,,,,,,,
,,,2023-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Officers,XMD,4,Nguyễn Ngọc Phượng,Kế toán trưởng,Kế toán trưởng,0.00228,9100.0,,,,,,,,,,,,,,,,
,,,2025-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Officers,XMD,8,Trần Duy Tình,Phó Giám đốc,Phó GĐ,0.00088,3500.0,,,,,,,,,,,,,,,,
,,,2018-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Officers,XMD,2,Nguyễn Cao Thắng,Thành viên Hội đồng Quản trị,TV HĐQT,1.8e-05,7000.0,,,,,,,,,,,,,,,,
,,,2025-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Officers,XMD,5,Đặng Việt Đức,Thành viên Ban kiểm soát,TV BKS,0.0,0.0,,,,,,,,,,,,,,,,
,,,2021-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Officers,XMD,3,Lê Thị Ngọc Diệp,Thành viên Ban kiểm soát,TV BKS,0.0,0.0,,,,,,,,,,,,,,,,
,,,2018-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Officers,XMD,1,Nguyễn Đức Ứng,Chủ tịch Hội đồng Quản trị,Chủ tịch HĐQT,0.0,0.0,,,,,,,,,,,,,,,,
,,,2025-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Officers,XMD,6,Nguyễn Đức Thảo,Thành viên Ban kiểm soát,TV BKS,0.0,0.0,,,,,,,,,,,,,,,,
{0: 'XMD'},,,,,,,,,,,,,,,,,,,,,,,,{0: 4000000},,,,,,,,,,,{0: 40000000000},,,,,,,,,,,Overview,XMD,{0: '76963'},,,,,,"{0: ' - 2004: Tiền thân là Công ty cổ phần Bê tông và Xây dựng Vinaconex Xuân Mai \xad\xad - Chi nhánh Vĩnh Phúc được thành lập;  - 2008: Cổ phần hóa và đổi tên thành Công ty Cổ phần Xuân Mai  - Đạo Tú (XMD) và vốn điều lệ ban đầu là 21,5 tỷ đồng;  - 2010: Tăng vốn điều lệ lên 40 tỷ đồng;  - Ngày 25/12/2015: Giao dịch trên thị trường UPCOM;'}","{0: 'Công ty Cổ phần Xuân Mai  - Đạo Tú (XMD) tiền thân là Công ty cổ phần Bê tông và Xây dựng Vinaconex Xuân Mai  - Chi nhánh Vĩnh Phúc hoạt động chủ yếu trong lĩnh vực sản xuất và kinh doanh vật liệu xây dựng với sản phẩm chính là cấu kiện bê tông đúc sẵn, bê tông thương phẩm, cung cấp cho thị trường Hà Nội, Vĩnh Phúc và một số tỉnh thành miền Bắc Việt Nam. Công ty được chính thức cổ phần hóa và chuyển đổi hoạt động sang hình thức công ty cổ phần từ năm 2008. XMD được giao dịch trên thị trường UPCOM từ cuối năm 2015.'}",{0: 'Xây dựng và Vật liệu'},{0: 'Xây dựng và Vật liệu'},{0: 'Vật liệu xây dựng & Nội thất'},{0: 4000000},,,,,,,,,,
,,,2025-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shareholders,XMD,93231333,,,,,3455550.0,,,,,,,Công ty cổ phần Đầu tư và Xây dựng Xuân Mai,0.8639,,,,,,,,
,,,2025-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shareholders,XMD,93240700,,,,,51100.0,,,,,,,Lê Thị Linh,0.012775,,,,,,,,
,,,2025-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shareholders,XMD,93252744,,,,,32900.0,,,,,,,Phạm Quang Tuyến,0.0082,,,,,,,,
,,,2025-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shareholders,XMD,93239894,,,,,12000.0,,,,,,,Lê Mạnh Hùng,0.003,,,,,,,,
,,,2025-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shareholders,XMD,93258271,,,,,10400.0,,,,,,,Trần Thanh Hải,0.0026,,,,,,,,
,,,2025-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shareholders,XMD,93246051,,,,,9100.0,,,,,,,Nguyễn Ngọc Phượng,0.00228,,,,,,,,
,,,2025-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shareholders,XMD,93257412,,,,,3500.0,,,,,,,Trần Duy Tình,0.00088,,,,,,,,
,,,2022-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shareholders,XMD,93243612,,,,,7000.0,,,,,,,Nguyễn Cao Thắng,1.8e-05,,,,,,,,
XMC,2025.0,3.0,1762339920773,622888697431.0,1.1345315919071346,6617376794.0,18.387136334167128,0.03884235142455787,0.0180928742,0.0284461626,0.0049754637,40.8658523839,0.7319523152,92.67524752034304,0.9852187568,0.057914647,0.5699156201,-1.3752532179085852,3.833901661241082,0.259742192085939,0.010623690590778515,0.09694655260411,641849917781.0,71403929,0.3624319839,-9.5462861238,12280.8546581099,18.6400524962,0.5610061354,7.6325088779,213.633752106344,213.836872817,100.7572294441,219.9635998182,714056890000,0.3051894809,1.2567453189801165,2.8339016612,0.0,109982342437.0,24194461684.0,1.9934732141,2.8339016612,528.227854367444,1.7069086131,RatioSummary,XMC,,,,,,,,,,,,,,,,,,,,,,
,,,2025-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Officers,XMC,9,Bùi Khắc Sơn,Chủ tịch Hội đồng Quản trị,Chủ tịch HĐQT,0.1999,14276875.0,,,,,,,,,,,,,,,,
,,,2024-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Officers,XMC,7,Nguyễn Thọ Phùng,Thành viên Hội đồng Quản trị,TV HĐQT,0.0369,2635125.0,,,,,,,,,,,,,,,,
,,,2025-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Officers,XMC,10,Nguyễn Cao Thắng,Phụ trách Công bố thông tin/Tổng Giám đốc,Phụ trách CBTT/TGĐ,0.0036,254888.0,,,,,,,,,,,,,,,,
,,,2025-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Officers,XMC,8,Kim Mạnh Hà,Thành viên Hội đồng Quản trị,TV HĐQT,0.0015,100000.0,,,,,,,,,,,,,,,,
,,,2019-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Officers,XMC,2,Mai Văn Định,Kế toán trưởng,Kế toán trưởng,0.0012,69300.0,,,,,,,,,,,,,,,,
,,,2023-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Officers,XMC,3,Đinh Viết Long,Phó Tổng Giám đốc,Phó TGĐ,0.0012,80000.0,,,,,,,,,,,,,,,,
,,,2025-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Officers,XMC,14,Dương Anh Tuấn,Phó Tổng Giám đốc,Phó TGĐ,0.0002,14851.0,,,,,,,,,,,,,,,,
,,,2024-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Officers,XMC,6,Nguyễn Minh Đức,Trưởng Ban kiểm soát,Trưởng BKS,0.00018872,13475.0,,,,,,,,,,,,,,,,
,,,2024-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Officers,XMC,5,Nguyễn Đức Cử,Phó Chủ tịch Hội đồng Quản trị,Phó Chủ tịch HĐQT,0.0,0.0,,,,,,,,,,,,,,,,
,,,2023-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Officers,XMC,4,LƯƠNG ANH TUẤN,Thành viên Ban kiểm soát,TV BKS,0.0,0.0,,,,,,,,,,,,,,,,
,,,2025-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Officers,XMC,11,Phạm Thị Thanh Huyền,Thành viên Ban kiểm soát,TV BKS,0.0,0.0,,,,,,,,,,,,,,,,
,,,2025-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Officers,XMC,12,Hoàng Văn Phong,Phó Tổng Giám đốc,Phó TGĐ,0.0,0.0,,,,,,,,,,,,,,,,
,,,2025-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Officers,XMC,13,Đỗ Thị Huệ,Thành viên Hội đồng Quản trị,TV HĐQT,0.0,0.0,,,,,,,,,,,,,,,,
,,,2019-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Officers,XMC,1,Lê Trung Thắng,Phó Tổng Giám đốc,Phó TGĐ,0.0,0.0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Subsidiaries,XMC,26376691,,,,,,,,,,,,,,,,,,3702940137,1.0,Công ty TNHH MTV Xuân Mai Bình Dương,công ty con
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Subsidiaries,XMC,26376692,,,,,,,,,,,,,,,,,,XMCONCRETE,1.0,Công ty TNHH MTV Bê Tông Xuân Mai,công ty con
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Subsidiaries,XMC,26376693,,,,,,,,,,,,,,,,,,XMD,0.8639,Công ty Cổ phần Xuân Mai - Đạo Tú,công ty con
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Subsidiaries,XMC,26376694,,,,,,,,,,,,,,,,,,XMHCO,0.9889,Công ty CP Đầu Tư Và Kinh Doanh Bất Động Sản Xuân Mai,công ty con
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Subsidiaries,XMC,26376695,,,,,,,,,,,,,,,,,,XMLCO,0.8353,Công ty Cổ Phần Xây Lắp Xuân Mai,công ty con
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Subsidiaries,XMC,26376696,,,,,,,,,,,,,,,,,,XMMECHA,0.97,Công ty Cổ Phần Cơ Điện Xuân Mai,công ty con
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Subsidiaries,XMC,26376697,,,,,,,,,,,,,,,,,,XMTCO,0.8654,Công ty Cổ Phần Tư Vấn Thiết Kế Xuân Mai,công ty con
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Subsidiaries,XMC,26376698,,,,,,,,,,,,,,,,,,XMTHANHHOA,0.4204,Công Ty Cổ Phần Xuân Mai Thanh Hóa,công ty con
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Subsidiaries,XMC,26376699,,,,,,,,,,,,,,,,,,XMTRANS,0.7778,Công ty Cổ Phần Cơ Giới Vận Tải Xuân Mai,công ty con
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Subsidiaries,XMC,26376700,,,,,,,,,,,,,,,,,,ESCO,0.3913,Công ty Cổ Phần Tư Vấn Và Dịch Vụ Kỹ Thuật Điện,công ty liên kết
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Subsidiaries,XMC,26376701,,,,,,,,,,,,,,,,,,SONANUDI,0.321,Công ty Cổ Phần Đầu Tư Phát Triển Đô Thị Sơn An,công ty liên kết
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Subsidiaries,XMC,26376702,,,,,,,,,,,,,,,,,,XMDN,0.49,Công Ty Cổ Phần Xuân Mai Đà Nẵng,công ty liên kết
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Subsidiaries,XMC,26376703,,,,,,,,,,,,,,,,,,XMMN,0.49,Công Ty Cổ Phần Bê Tông Xuân Mai Miền Nam,công ty liên kết
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Subsidiaries,XMC,26376704,,,,,,,,,,,,,,,,,,XMTHANHHOA,0.4204,Công Ty Cổ Phần Xuân Mai Thanh Hóa,công ty liên kết
{0: 'XMC'},,,,,,,,,,,,,,,,,,,,,,,,{0: 71405689},,,,,,,,,,,{0: 714056890000},,,,,,,,,,,Overview,XMC,{0: '76957'},,,,,,"{0: ' - Ngày 29/11/1983: Nhà máy Bê tông tấm lớn Xuân Mai được thành lập.  - Năm 1996: Đổi tên thành Nhà máy Bê tông và Xây dựng Xuân Mai.  - Năm 2003: Chuyển đổi thành Công ty Cổ phần Bê tông và Xây dựng Vinaconex Xuân Mai với vốn điều lệ ban đầu là 18 tỷ đồng.  - Năm 2005: XMC là đơn vị đầu tiên và duy nhất nhận “Giải thưởng Nhà nước về Khoa học công nghệ”.  - Ngày 14/12/2007: Trở thành công ty đại chúng.  - Năm 2007: Tăng vốn điều lệ lên 100 tỷ đồng và niêm yết trên Sở Giao dịch Chứng khóa Hà Nội (HNX) (mã chứng khoán: XMC).  - Năm 2010: Tăng vốn điều lệ lên 151,7 tỷ đồng.  - Năm 2013: Tái cấu trúc công ty và hủy niêm yết trên HNX.  - Năm 2014: Đổi tên thành Công ty Cổ phần Đầu tư và Xây dựng Xuân Mai (Xuan Mai Corp) với vốn điều lệ là 199,982 tỷ đồng.  - Năm 2015: XMC hợp tác với công ty Rieckerman – Đức để nhận chuyển giao công nghệ tấm tường rỗng tiền chế Acotec và lắp đặt dây chuyền sản xuất với trạm trộn của Công ty Frumecar – Tây Ban Nha.  - Năm 2017: Tăng vốn điều lệ lên 399.9 tỷ đồng.  - Năm 2018: Tăng vốn điều lệ lên 549.9 tỷ đồng.  - Ngày 28/06/2019: Giao dịch trên thị trường UPCOM.  - Ngày 10/07/2019: Tăng vốn điều lệ lên 577.411 tỷ đồng.  - Ngày 07/04/2020: Tăng vốn điều lệ lên 673,643 tỷ đồng.  - Ngày 27/03/2024: Tăng vốn điều lệ lên 714,056 tỷ đồng.'}","{0: 'Công ty Cổ phần Đầu tư và xây dựng Xuân Mai (XMC) tiền thân là Nhà máy Bê tông tấm lớn Xuân Mai, được thành lập vào năm 1983. XMC chính thức hoạt động theo mô hình công ty cổ phần từ năm 2003. Công ty hoạt động trong lĩnh vực tư vấn thiết kế, thi công xây lắp công trình, sản xuất công nghiệp, vật liệu xây dựng và đầu tư kinh doanh bất động sản. Công ty đã xây dựng mạng lưới cung ứng dịch vụ hoàn chỉnh từ khâu từ vấn thiết kế, cung ứng vật tư đến thi công xây lắp, để có đầy đủ năng lực để thực hiện vai trò nhà thầu EPC cũng như đầu tư phát triển và kinh doanh bất động sản. Các công trình XMC đã thực hiện thi công bao gồm Marina Square Phú Quốc, Eco Dream, Eco Green Sài Gòn, khách sạn chung cư Royal Park Bắc Ninh,... XMC được giao dịch trên thị trường UPCOM từ cuối tháng 06/2019.'}",{0: 'Xây dựng và Vật liệu'},{0: 'Xây dựng và Vật liệu'},{0: 'Vật liệu xây dựng & Nội thất'},{0: 71403929},,,,,,,,,,
,,,2025-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shareholders,XMC,93232964,,,,,10200000.0,,,,,,,Công ty TNHH Kiên Hùng,0.51004488,,,,,,,,
,,,2025-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shareholders,XMC,93245789,,,,,16779110.0,,,,,,,Nguyễn Minh Trang,0.23498861,,,,,,,,
,,,2025-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shareholders,XMC,93235079,,,,,16485781.0,,,,,,,Đinh Thị Thanh Hà,0.2309,,,,,,,,
,,,2025-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shareholders,XMC,93229356,,,,,14276875.0,,,,,,,Bùi Khắc Sơn,0.1999,,,,,,,,
,,,2025-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shareholders,XMC,93246334,,,,,6515162.0,,,,,,,Nguyễn Phương Lan,0.0967,,,,,,,,
,,,2025-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shareholders,XMC,93249353,,,,,5318500.0,,,,,,,Nguyễn Thị Thu Huyền,0.0967,,,,,,,,
,,,2025-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shareholders,XMC,93235181,,,,,3676691.0,,,,,,,Đinh Văn Quân,0.0515,,,,,,,,
,,,2025-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shareholders,XMC,93249754,,,,,2635125.0,,,,,,,Nguyễn Thọ Phùng,0.0369,,,,,,,,
,,,2025-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shareholders,XMC,93232093,,,,,630384.0,,,,,,,Công ty Cổ phần Tập đoàn Đầu tư I.P.A,0.03152197,,,,,,,,
